step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
425,41730,850,0.03055075487395491,1.0,1.0,0.0770460056118327,0.0,0.8333333333333334
426,41828,852,0.038951583196507135,0.5,0.9166666666666666,,,
427,41910,854,0.0351509173569333,1.0,1.0,,,
428,41992,856,0.036430129998277154,0.5,0.9166666666666666,,,
429,42090,858,0.040798232638718825,0.5,0.9166666666666666,,,
430,42172,860,0.03975868304305413,1.0,1.0,,,
431,42254,862,0.03827950016461569,0.5,0.9166666666666666,,,
432,42320,864,0.06286755019519064,0.0,0.8333333333333334,,,
433,42418,866,0.052923064568106304,0.5,0.8333333333333334,0.02230639016363739,1.0,1.0
434,42516,868,0.024084839399655115,1.0,1.0,,,
435,42694,870,0.03843934879224558,0.0,0.8333333333333334,,,
436,42792,872,0.036066813225723235,0.5,0.9166666666666666,,,
437,42874,874,0.016710747186555637,1.0,1.0,,,
438,42956,876,0.08765182490084772,0.0,0.75,,,
439,43022,878,0.02917333322883692,1.0,1.0,,,
440,43168,880,0.04096798985234576,0.0,0.8333333333333334,,,
441,43218,882,0.07576838311269397,0.5,0.9166666666666666,0.03734527680631604,0.5,0.9166666666666666
442,43316,884,0.10287664913165905,0.5,0.8333333333333334,,,
443,43574,886,0.022725887679687133,0.5,0.9166666666666666,,,
444,43672,888,0.027736725092085707,1.0,1.0,,,
445,43770,890,0.038617342485365504,0.5,0.9166666666666666,,,
446,43852,892,0.03223168524357926,1.0,1.0,,,
447,43966,894,0.0356022217024877,0.5,0.9166666666666666,,,
448,44096,896,0.031521583482700635,0.5,0.9166666666666666,,,
449,44146,898,0.04784952411498277,1.0,1.0,0.029181230590303132,1.0,1.0
450,44228,900,0.047965141564581704,0.5,0.9166666666666666,,,
451,44326,902,0.05195819652582941,0.0,0.8333333333333334,,,
452,44424,904,0.02800068974454992,1.0,1.0,,,
453,44522,906,0.03913641168901829,1.0,1.0,,,
454,44652,908,0.027967857227630472,0.0,0.8333333333333334,,,
455,44718,910,0.07805994068447718,0.5,0.8333333333333334,,,
456,44800,912,0.04474094115723733,0.5,0.9166666666666666,,,
457,44850,914,0.08204494843234973,0.5,0.9166666666666666,0.03620054363763257,0.5,0.9166666666666666
458,44996,916,0.05507210326964217,0.0,0.8333333333333334,,,
459,45062,918,0.062160864208519795,0.0,0.8333333333333334,,,
460,45160,920,0.030186666068462573,1.0,1.0,,,
461,45242,922,0.04835181977288721,0.5,0.9166666666666666,,,
462,45324,924,0.04513190315916109,0.5,0.9166666666666666,,,
463,45406,926,0.04408184832498864,0.5,0.9166666666666666,,,
464,45488,928,0.03667196238237284,0.5,0.9166666666666666,,,
465,45586,930,0.06272239775627138,0.0,0.8333333333333334,0.03491351071116423,1.0,1.0
466,45684,932,0.05666308461519141,0.5,0.8333333333333334,,,
467,45782,934,0.05518895270648803,0.0,0.8333333333333334,,,
468,45864,936,0.060577631921983996,0.0,0.8333333333333334,,,
469,45962,938,0.051957939498345616,0.0,0.8333333333333334,,,
470,46028,940,0.05621234327321872,0.5,0.9166666666666666,,,
471,46110,942,0.062361307775705435,0.0,0.8333333333333334,,,
472,46208,944,0.02635669090434059,1.0,1.0,,,
473,46290,946,0.04014243411923826,0.5,0.9166666666666666,0.026155886690879315,1.0,1.0
474,46372,948,0.025761157907415056,1.0,1.0,,,
475,46486,950,0.03486647866066343,1.0,1.0,,,
476,46632,952,0.033125406083399866,0.0,0.8333333333333334,,,
477,46698,954,0.0542471601676391,0.0,0.8333333333333334,,,
478,46812,956,0.03338126948541328,1.0,1.0,,,
479,46958,958,0.030275634165856616,1.0,1.0,,,
480,47088,960,0.01816860567778633,1.0,1.0,,,
481,47186,962,0.0347178827976187,1.0,1.0,0.03213960277819729,1.0,1.0
482,47268,964,0.04508093868484627,0.0,0.75,,,
483,47350,966,0.03957588281601608,0.5,0.9166666666666666,,,
484,47432,968,0.0234234784554468,1.0,1.0,,,
485,47546,970,0.03076646496188573,0.5,0.9166666666666666,,,
486,47660,972,0.022767257556392233,1.0,1.0,,,
487,47758,974,0.04065391263400784,0.5,0.9166666666666666,,,
488,47840,976,0.04292317461215879,0.5,0.9166666666666666,,,
489,47890,978,0.06472830284697885,0.5,0.9166666666666666,0.04559943242189431,0.5,0.9166666666666666
490,47988,980,0.029583500215175983,1.0,1.0,,,
491,48070,982,0.025775094216415485,1.0,1.0,,,
492,48152,984,0.04666604635588772,0.5,0.9166666666666666,,,
493,48234,986,0.028516628319287095,1.0,1.0,,,
494,48332,988,0.05415117127795873,0.5,0.8333333333333334,,,
495,48510,990,0.025282246759201984,0.5,0.9166666666666666,,,
496,48576,992,0.07739269902401183,0.5,0.9166666666666666,,,
497,48626,994,0.12328083244118081,0.5,0.8333333333333334,0.022338783177309907,1.0,1.0
498,48708,996,0.04992219051485486,0.5,0.9166666666666666,,,
499,48950,998,0.025200976603606186,0.5,0.9166666666666666,,,
500,49112,1000,0.024478734745686275,1.0,1.0,,,
501,49210,1002,0.03915831957164975,1.0,1.0,,,
502,49292,1004,0.06669775219377294,0.5,0.9166666666666666,,,
503,49374,1006,0.03225538762031534,1.0,1.0,,,
504,49456,1008,0.03372023615439655,0.5,0.9166666666666666,,,
505,49522,1010,0.03851174675652175,1.0,1.0,0.05905661135083136,0.5,0.9166666666666666
506,49620,1012,0.04978305147704722,0.0,0.8333333333333334,,,
507,49686,1014,0.05576470471189069,0.5,0.9166666666666666,,,
508,49784,1016,0.04107450390796998,0.5,0.9166666666666666,,,
509,49882,1018,0.03671687718337651,0.5,0.9166666666666666,,,
510,49996,1020,0.024818585156581464,1.0,1.0,,,
511,50062,1022,0.04990391820899362,0.5,0.9166666666666666,,,
512,50144,1024,0.05998509620144886,0.5,0.9166666666666666,,,
513,50210,1026,0.03270705494059711,1.0,1.0,0.06853894788858478,0.0,0.8333333333333334
514,50340,1028,0.028599584288373024,1.0,1.0,,,
515,50502,1030,0.056651182324295744,0.0,0.75,,,
516,50792,1032,0.02718896862953105,0.5,0.8333333333333334,,,
517,50890,1034,0.04549956963611588,0.5,0.8333333333333334,,,
518,50988,1036,0.04871769496298536,0.5,0.9166666666666666,,,
519,51166,1038,0.04301615502287741,0.5,0.8333333333333334,,,
520,51232,1040,0.06668179495792004,0.0,0.8333333333333334,,,
521,51346,1042,0.028291372252765377,1.0,1.0,0.03301501479543768,1.0,1.0
522,51412,1044,0.05825480946661457,0.5,0.9166666666666666,,,
523,51494,1046,0.03392292306466152,1.0,1.0,,,
524,51592,1048,0.04118134753399787,0.5,0.9166666666666666,,,
525,51674,1050,0.026088222240246296,1.0,1.0,,,
526,51772,1052,0.025789651661715426,1.0,1.0,,,
527,51918,1054,0.025096176385124586,0.5,0.9166666666666666,,,
528,52016,1056,0.039637548692391916,0.5,0.9166666666666666,,,
529,52098,1058,0.026920100827928083,1.0,1.0,0.02883511643432513,1.0,1.0
530,52276,1060,0.033985889217501244,0.5,0.9166666666666666,,,
531,52374,1062,0.044145902308220096,0.0,0.8333333333333334,,,
532,52472,1064,0.03588186057547025,1.0,1.0,,,
533,52570,1066,0.045397208139071,0.5,0.8333333333333334,,,
534,52636,1068,0.053071379347483405,0.5,0.9166666666666666,,,
535,52686,1070,0.047849482039540786,1.0,1.0,,,
536,52784,1072,0.033251711774388994,1.0,1.0,,,
537,52914,1074,0.03769221825189746,1.0,1.0,0.04438305271029245,0.5,0.9166666666666666
538,52980,1076,0.05661986511257879,0.5,0.9166666666666666,,,
539,53078,1078,0.06017293818238407,0.5,0.8333333333333334,,,
540,53256,1080,0.026782068155558714,0.5,0.8333333333333334,,,
541,53322,1082,0.03433232204023508,1.0,1.0,,,
542,53420,1084,0.0502014496546473,0.5,0.9166666666666666,,,
543,53502,1086,0.04619740440465091,0.5,0.9166666666666666,,,
544,53616,1088,0.026832994513809143,1.0,1.0,,,
545,53730,1090,0.02650931874825147,1.0,1.0,0.032393021218370274,1.0,1.0
546,53812,1092,0.03401591857829465,0.5,0.9166666666666666,,,
547,53910,1094,0.058076787929090025,0.5,0.8333333333333334,,,
548,53960,1096,0.04456154455097542,1.0,1.0,,,
549,54058,1098,0.04043903663660331,0.0,0.8333333333333334,,,
550,54188,1100,0.03351269940409861,1.0,1.0,,,
551,54254,1102,0.04114007386734365,1.0,1.0,,,
552,54352,1104,0.031578622459410774,1.0,1.0,,,
553,54530,1106,0.030483685699511452,1.0,1.0,0.027209726395454464,1.0,1.0
554,54596,1108,0.027244622649187453,1.0,1.0,,,
555,54662,1110,0.061304879069584824,0.5,0.8333333333333334,,,
556,54744,1112,0.06563923233867783,0.5,0.9166666666666666,,,
557,54810,1114,0.031137681604926817,1.0,1.0,,,
558,54892,1116,0.02968265911947429,1.0,1.0,,,
559,54958,1118,0.029143588176780533,1.0,1.0,,,
560,55088,1120,0.07763567537390538,0.5,0.9166666666666666,,,
561,55170,1122,0.022914560259852296,1.0,1.0,0.09785117359282858,0.5,0.9166666666666666
562,55252,1124,0.11666870839792151,0.0,0.8333333333333334,,,
563,55414,1126,0.031382108173682755,1.0,1.0,,,
564,55512,1128,0.05321925711690995,0.5,0.9166666666666666,,,
565,55610,1130,0.06762973662768375,0.5,0.8333333333333334,,,
566,55708,1132,0.06623634111211657,0.5,0.8333333333333334,,,
567,55838,1134,0.020712473017481726,1.0,1.0,,,
568,55936,1136,0.031041649916647596,0.5,0.9166666666666666,,,
569,56050,1138,0.05520918386763583,0.5,0.8333333333333334,0.02578754508944352,1.0,1.0
570,56116,1140,0.08587749577762738,0.5,0.9166666666666666,,,
571,56198,1142,0.061315867143015804,0.5,0.8333333333333334,,,
572,56248,1144,0.08938940663915185,0.5,0.8333333333333334,,,
573,56330,1146,0.024972554096787464,1.0,1.0,,,
574,56412,1148,0.042197661005257375,0.5,0.9166666666666666,,,
575,56526,1150,0.03726436764148194,1.0,1.0,,,
576,56592,1152,0.025064243061498247,1.0,1.0,,,
577,56690,1154,0.06256202535060729,0.5,0.8333333333333334,0.026949821113853432,1.0,1.0
578,56772,1156,0.03846974646609851,0.5,0.9166666666666666,,,
579,56838,1158,0.024185586331854976,1.0,1.0,,,
580,56952,1160,0.029693322041540734,1.0,1.0,,,
581,57050,1162,0.049199451245174254,0.5,0.9166666666666666,,,
582,57180,1164,0.030624577965904228,1.0,1.0,,,
583,57294,1166,0.02198623369997449,1.0,1.0,,,
584,57392,1168,0.05318932133292945,0.5,0.9166666666666666,,,
585,57442,1170,0.11432860235174362,0.5,0.8333333333333334,0.0273713566047293,1.0,1.0
586,57508,1172,0.07594891700371939,0.5,0.9166666666666666,,,
587,57622,1174,0.05198888017011087,0.5,0.9166666666666666,,,
588,57720,1176,0.05339161170280262,0.5,0.9166666666666666,,,
589,57786,1178,0.03467977153997766,1.0,1.0,,,
590,57964,1180,0.02694217045880495,0.5,0.9166666666666666,,,
591,58110,1182,0.03556406554999639,0.0,0.8333333333333334,,,
592,58208,1184,0.039392048054652004,0.5,0.9166666666666666,,,
593,58386,1186,0.030204487159732542,0.5,0.9166666666666666,0.03756379692649603,0.5,0.9166666666666666
594,58500,1188,0.04262104164087889,0.5,0.9166666666666666,,,
595,58614,1190,0.02178998371195933,1.0,1.0,,,
596,58744,1192,0.04428281671863374,0.5,0.9166666666666666,,,
597,58842,1194,0.05344256361612604,0.5,0.8333333333333334,,,
598,58908,1196,0.04574949456546733,1.0,1.0,,,
599,59022,1198,0.031221462972429694,0.5,0.9166666666666666,,,
600,59168,1200,0.0398456859311601,0.5,0.9166666666666666,,,
601,59250,1202,0.06081377474085094,0.5,0.9166666666666666,0.033051688159637244,1.0,1.0
602,59332,1204,0.030229278981690415,1.0,1.0,,,
603,59398,1206,0.03605902115932054,0.5,0.9166666666666666,,,
604,59480,1208,0.03568826607854046,0.5,0.9166666666666666,,,
605,59594,1210,0.06734989097606622,0.5,0.8333333333333334,,,
606,59708,1212,0.038270715848485674,0.5,0.9166666666666666,,,
607,59758,1214,0.0539832672653165,0.5,0.8333333333333334,,,
608,59840,1216,0.02982934485469104,1.0,1.0,,,
609,60018,1218,0.035346565369817534,0.5,0.9166666666666666,0.038063971524109466,0.5,0.9166666666666666
610,60132,1220,0.027784295460534007,1.0,1.0,,,
611,60198,1222,0.020881355090662055,1.0,1.0,,,
612,60296,1224,0.024672633315534542,1.0,1.0,,,
613,60394,1226,0.03301786876036222,1.0,1.0,,,
614,60508,1228,0.030862338689475372,1.0,1.0,,,
615,60622,1230,0.06854274359660971,0.0,0.75,,,
616,60704,1232,0.047899988710272706,0.5,0.8333333333333334,,,
617,60802,1234,0.06549343168321636,0.0,0.8333333333333334,0.04745234842696355,0.5,0.9166666666666666
618,60884,1236,0.03784848667302635,0.5,0.9166666666666666,,,
619,60950,1238,0.05464934101696216,0.0,0.8333333333333334,,,
620,61016,1240,0.05720945290846456,0.5,0.9166666666666666,,,
621,61130,1242,0.02564670124956229,0.5,0.9166666666666666,,,
622,61212,1244,0.0359970027884111,1.0,1.0,,,
623,61278,1246,0.07419539253214737,0.0,0.8333333333333334,,,
624,61344,1248,0.043080037005185944,0.5,0.9166666666666666,,,
625,61426,1250,0.0385349315324555,0.5,0.9166666666666666,0.0444593616952146,0.5,0.9166666666666666
626,61540,1252,0.02933180936819773,1.0,1.0,,,
627,61606,1254,0.046910467723906064,0.5,0.9166666666666666,,,
628,61672,1256,0.05737108484794763,0.0,0.8333333333333334,,,
629,61754,1258,0.02658667434959966,1.0,1.0,,,
630,61836,1260,0.09728344569237352,0.0,0.75,,,
631,61918,1262,0.03337480949515975,0.5,0.9166666666666666,,,
632,62048,1264,0.05051859888064879,0.5,0.8333333333333334,,,
633,62146,1266,0.025347915246736245,1.0,1.0,0.024131445217013495,1.0,1.0
634,62228,1268,0.021711676193395903,1.0,1.0,,,
635,62326,1270,0.032865142471013846,0.5,0.9166666666666666,,,
636,62424,1272,0.06282509984885376,0.0,0.75,,,
637,62490,1274,0.049734132146047334,0.5,0.9166666666666666,,,
638,62588,1276,0.0627885307580301,0.0,0.8333333333333334,,,
639,62670,1278,0.028259330600421434,1.0,1.0,,,
640,62816,1280,0.0409007794621127,0.0,0.75,,,
641,62898,1282,0.03040451861098154,1.0,1.0,0.06089595742220808,0.0,0.75
642,62964,1284,0.04213772904760504,1.0,1.0,,,
643,63062,1286,0.04042230120578405,0.5,0.9166666666666666,,,
644,63128,1288,0.03794911847839793,0.5,0.9166666666666666,,,
645,63194,1290,0.07106887727884555,0.0,0.8333333333333334,,,
646,63324,1292,0.03252196137885909,1.0,1.0,,,
647,63470,1294,0.0480690934051098,0.0,0.8333333333333334,,,
648,63552,1296,0.03243989728726308,1.0,1.0,,,
649,63634,1298,0.03911429352939226,0.5,0.9166666666666666,0.04426737849389177,0.5,0.9166666666666666
650,63732,1300,0.03211809217350992,1.0,1.0,,,
651,63814,1302,0.046063317573549936,0.5,0.9166666666666666,,,
652,63880,1304,0.06082216603744893,0.0,0.8333333333333334,,,
653,63962,1306,0.06765689283948315,0.0,0.8333333333333334,,,
654,64028,1308,0.05561569098414851,0.5,0.9166666666666666,,,
655,64110,1310,0.03384898256539191,1.0,1.0,,,
656,64208,1312,0.01945563502545097,1.0,1.0,,,
657,64274,1314,0.04151479650900455,1.0,1.0,0.0868326136810515,0.5,0.9166666666666666
658,64532,1316,0.020808415499609226,1.0,1.0,,,
659,64598,1318,0.02432079236712259,1.0,1.0,,,
660,64680,1320,0.06459461401986526,0.5,0.8333333333333334,,,
661,64762,1322,0.035919962244885265,1.0,1.0,,,
662,64860,1324,0.0316677078571062,1.0,1.0,,,
663,64958,1326,0.05456794869266083,0.5,0.8333333333333334,,,
664,65040,1328,0.08117351581353997,0.5,0.8333333333333334,,,
665,65154,1330,0.039452456785150906,1.0,1.0,0.051447271484792764,0.5,0.9166666666666666
666,65268,1332,0.04368009151662079,0.0,0.8333333333333334,,,
667,65350,1334,0.021736457195528913,1.0,1.0,,,
668,65448,1336,0.039065709009452075,0.5,0.9166666666666666,,,
669,65530,1338,0.049499662015118476,0.5,0.9166666666666666,,,
670,65596,1340,0.12524511350361364,0.0,0.75,,,
671,65694,1342,0.05818723901942402,0.5,0.9166666666666666,,,
672,65792,1344,0.053068319569219945,0.5,0.9166666666666666,,,
673,65874,1346,0.022816315804836337,1.0,1.0,0.023229979001258914,1.0,1.0
674,65972,1348,0.04259998227559614,0.0,0.75,,,
675,66054,1350,0.020760947183042618,1.0,1.0,,,
676,66184,1352,0.018884728065262327,0.5,0.9166666666666666,,,
677,66266,1354,0.0984237111085973,0.0,0.75,,,
678,66396,1356,0.019880435988057457,1.0,1.0,,,
679,66478,1358,0.03445651257793682,0.5,0.9166666666666666,,,
680,66576,1360,0.05668714648877624,0.5,0.8333333333333334,,,
681,66674,1362,0.027497646987334857,1.0,1.0,0.040984217095286116,1.0,1.0
682,66772,1364,0.05060699372592164,0.5,0.9166666666666666,,,
683,66870,1366,0.03798080832039963,0.5,0.9166666666666666,,,
684,66968,1368,0.05497871023427886,0.5,0.9166666666666666,,,
685,67050,1370,0.031666054775411796,1.0,1.0,,,
686,67148,1372,0.0596161613200862,0.5,0.8333333333333334,,,
687,67214,1374,0.05518577758622968,0.5,0.9166666666666666,,,
688,67344,1376,0.017658212309570733,1.0,1.0,,,
689,67442,1378,0.05837937428367734,0.5,0.8333333333333334,0.03981148308775308,0.5,0.9166666666666666
690,67540,1380,0.02170695438542296,1.0,1.0,,,
691,67638,1382,0.02418176777431796,1.0,1.0,,,
692,67720,1384,0.03698929170230895,0.5,0.9166666666666666,,,
693,67818,1386,0.04359235683122583,0.5,0.9166666666666666,,,
694,67916,1388,0.04472938800419154,0.5,0.9166666666666666,,,
695,68014,1390,0.023502716027083658,1.0,1.0,,,
696,68096,1392,0.025529090927473047,1.0,1.0,,,
697,68178,1394,0.03621868325508626,1.0,1.0,0.04131905986071027,0.5,0.9166666666666666
698,68292,1396,0.02109480041011541,1.0,1.0,,,
699,68390,1398,0.040466275362952046,0.5,0.9166666666666666,,,
700,68440,1400,0.055917654986931874,0.5,0.8333333333333334,,,
701,68538,1402,0.027805180166888686,1.0,1.0,,,
702,68652,1404,0.035935437422062774,0.5,0.9166666666666666,,,
703,68718,1406,0.047083044040955424,0.5,0.9166666666666666,,,
704,68848,1408,0.041634704845279764,0.5,0.9166666666666666,,,
705,68930,1410,0.057709323688944436,0.5,0.8333333333333334,0.0645751790755982,0.5,0.9166666666666666
706,69044,1412,0.02223113395802524,1.0,1.0,,,
707,69094,1414,0.021450052717039703,1.0,1.0,,,
708,69176,1416,0.035081477544502575,0.5,0.9166666666666666,,,
709,69258,1418,0.042811525316660805,0.5,0.9166666666666666,,,
710,69356,1420,0.053039550778330814,0.0,0.8333333333333334,,,
711,69470,1422,0.025398132945163802,1.0,1.0,,,
712,69568,1424,0.0458000033127987,0.5,0.9166666666666666,,,
713,70178,1426,0.012618104116593363,1.0,1.0,0.02907437683719158,1.0,1.0
714,70228,1428,0.034079924081357835,0.5,0.9166666666666666,,,
715,70358,1430,0.03792131255556294,0.5,0.9166666666666666,,,
716,70456,1432,0.04097808554104918,0.5,0.9166666666666666,,,
717,70522,1434,0.043098777270408416,0.5,0.9166666666666666,,,
718,70668,1436,0.02465776724634869,1.0,1.0,,,
719,70718,1438,0.05675303913882393,0.5,0.9166666666666666,,,
720,70800,1440,0.09552905708615073,0.5,0.8333333333333334,,,
721,70866,1442,0.05169383969437,1.0,1.0,0.029860013518600362,1.0,1.0
722,70964,1444,0.03781547844626703,0.5,0.9166666666666666,,,
723,71046,1446,0.041275264051520905,0.5,0.9166666666666666,,,
724,71096,1448,0.06453351899981254,0.5,0.9166666666666666,,,
725,71178,1450,0.03349817306599369,1.0,1.0,,,
726,71244,1452,0.029664915597372502,1.0,1.0,,,
727,71342,1454,0.029336942857292145,1.0,1.0,,,
728,71456,1456,0.04822559453500874,0.0,0.8333333333333334,,,
729,71538,1458,0.024023927998478137,1.0,1.0,0.025529215812737274,1.0,1.0
730,71620,1460,0.0846283989739168,0.0,0.8333333333333334,,,
731,71798,1462,0.04999111507591872,0.5,0.8333333333333334,,,
732,71976,1464,0.015451591365270346,1.0,1.0,,,
733,72122,1466,0.02837982611510761,1.0,1.0,,,
734,72220,1468,0.032013361492722464,1.0,1.0,,,
735,72350,1470,0.05634761759821371,0.0,0.8333333333333334,,,
736,72496,1472,0.02673801586977267,1.0,1.0,,,
737,72610,1474,0.02740411299966078,0.5,0.9166666666666666,0.031147041480506794,0.5,0.9166666666666666
738,72692,1476,0.07182429332345802,0.0,0.75,,,
739,72790,1478,0.03503736891698395,1.0,1.0,,,
740,72872,1480,0.042128771149450205,0.5,0.9166666666666666,,,
741,72970,1482,0.05388983898207281,0.5,0.9166666666666666,,,
742,73052,1484,0.03248524366967078,0.5,0.9166666666666666,,,
743,73166,1486,0.038220285612706996,0.5,0.9166666666666666,,,
744,73264,1488,0.03634302446721868,0.5,0.9166666666666666,,,
745,73362,1490,0.025662816442656573,1.0,1.0,0.023546948445594518,1.0,1.0
746,73524,1492,0.02270721770094636,0.5,0.9166666666666666,,,
747,73638,1494,0.025098278753257732,1.0,1.0,,,
748,73864,1496,0.025524283443505453,0.0,0.8333333333333334,,,
749,73946,1498,0.04022586443574843,0.5,0.9166666666666666,,,
750,74076,1500,0.03422797097831758,1.0,1.0,,,
751,74142,1502,0.02906365001066632,1.0,1.0,,,
752,74224,1504,0.04729410752293833,0.5,0.9166666666666666,,,
753,74338,1506,0.05839506319532252,0.5,0.9166666666666666,0.03179402343174232,1.0,1.0
754,74420,1508,0.06718931534830941,0.5,0.9166666666666666,,,
755,74502,1510,0.036844702619771484,1.0,1.0,,,
756,74584,1512,0.05603857358944116,0.5,0.9166666666666666,,,
757,74698,1514,0.02803272610214417,0.5,0.9166666666666666,,,
758,74780,1516,0.030159126869690255,1.0,1.0,,,
759,74910,1518,0.01728071054991418,1.0,1.0,,,
760,74960,1520,0.01970735347839386,1.0,1.0,,,
761,75074,1522,0.08241427337258925,0.0,0.75,0.05187140785290559,0.5,0.9166666666666666
762,75156,1524,0.0809246456220844,0.0,0.8333333333333334,,,
763,75222,1526,0.04224450338344837,0.5,0.9166666666666666,,,
764,75304,1528,0.04813729687586299,0.5,0.9166666666666666,,,
765,75370,1530,0.04579333561477422,0.5,0.9166666666666666,,,
766,75468,1532,0.04621494543114731,0.5,0.8333333333333334,,,
767,75534,1534,0.0374911310465076,1.0,1.0,,,
768,75616,1536,0.07144094075014847,0.0,0.75,,,
769,75714,1538,0.04827464601317861,0.5,0.9166666666666666,0.04667745668575283,0.5,0.9166666666666666
770,75860,1540,0.030582313377810304,1.0,1.0,,,
771,75942,1542,0.0629642502167869,0.0,0.8333333333333334,,,
772,76040,1544,0.02266172717770161,1.0,1.0,,,
773,76138,1546,0.040142543653461475,0.5,0.9166666666666666,,,
774,76204,1548,0.07499015628081677,0.0,0.8333333333333334,,,
775,76270,1550,0.05346339246357303,0.0,0.8333333333333334,,,
776,76368,1552,0.03242781901848806,1.0,1.0,,,
777,76498,1554,0.034884956667975475,0.5,0.9166666666666666,0.034676534913842344,0.5,0.9166666666666666
778,76628,1556,0.030647185772778442,1.0,1.0,,,
779,76694,1558,0.046520606513265644,0.5,0.9166666666666666,,,
780,76824,1560,0.0345706797507588,0.5,0.9166666666666666,,,
781,76922,1562,0.0423914201917008,0.5,0.9166666666666666,,,
782,77020,1564,0.03077247191086599,0.5,0.9166666666666666,,,
783,77102,1566,0.05569695885732119,0.5,0.9166666666666666,,,
784,77216,1568,0.039295826632590625,1.0,1.0,,,
785,77314,1570,0.04527624940036621,0.5,0.9166666666666666,0.03877412986604793,1.0,1.0
786,77380,1572,0.04782168553009569,0.5,0.9166666666666666,,,
787,77558,1574,0.022883561250542514,1.0,1.0,,,
788,77768,1576,0.024425092778940935,0.5,0.8333333333333334,,,
789,77882,1578,0.023219662495084777,1.0,1.0,,,
790,77996,1580,0.024427178891030996,1.0,1.0,,,
791,78110,1582,0.03174900549783404,0.5,0.9166666666666666,,,
792,78336,1584,0.022683493629784193,0.5,0.9166666666666666,,,
793,78402,1586,0.047662763919551744,0.5,0.9166666666666666,0.0457627638716702,0.5,0.8333333333333334
794,78500,1588,0.03582633425869983,0.5,0.9166666666666666,,,
795,78598,1590,0.033657294641534226,0.5,0.9166666666666666,,,
796,78664,1592,0.07909983260387407,0.0,0.8333333333333334,,,
797,78794,1594,0.02658648468992325,1.0,1.0,,,
798,78908,1596,0.03877205147691677,0.5,0.9166666666666666,,,
799,79006,1598,0.05271947141247701,0.5,0.9166666666666666,,,
800,79088,1600,0.05048865746992456,0.0,0.8333333333333334,,,
801,79218,1602,0.0267069313921581,1.0,1.0,0.023951077676198168,1.0,1.0
802,79348,1604,0.029822799768664938,1.0,1.0,,,
803,79446,1606,0.04180881114724583,1.0,1.0,,,
804,79512,1608,0.036673329997441925,0.5,0.9166666666666666,,,
805,79594,1610,0.04949368696848069,0.0,0.75,,,
806,79740,1612,0.03811369220594931,0.5,0.9166666666666666,,,
807,79790,1614,0.043650192025242895,0.5,0.8333333333333334,,,
808,79856,1616,0.04233053905849869,1.0,1.0,,,
809,79954,1618,0.028776353874898172,1.0,1.0,0.023324739962483937,1.0,1.0
810,80068,1620,0.043705896320855954,0.5,0.9166666666666666,,,
811,80166,1622,0.027456598337305283,1.0,1.0,,,
812,80248,1624,0.043365233213217266,0.5,0.9166666666666666,,,
813,80362,1626,0.07572027236869174,0.0,0.75,,,
814,80460,1628,0.05209229671131039,0.5,0.8333333333333334,,,
815,80542,1630,0.01970354013607687,1.0,1.0,,,
816,80608,1632,0.04388756847730661,0.5,0.9166666666666666,,,
817,80690,1634,0.035494132339438586,0.5,0.9166666666666666,0.03900209541717796,0.5,0.9166666666666666
818,80772,1636,0.02988715415143383,1.0,1.0,,,
819,80886,1638,0.04318547769431559,0.5,0.9166666666666666,,,
820,80952,1640,0.040353803583375626,1.0,1.0,,,
821,81050,1642,0.03919790636917419,0.5,0.9166666666666666,,,
822,81148,1644,0.03361503695751148,1.0,1.0,,,
823,81214,1646,0.07252377908578235,0.0,0.8333333333333334,,,
824,81328,1648,0.021268831040691955,1.0,1.0,,,
825,81410,1650,0.053567549421113546,0.5,0.8333333333333334,0.03709456691379967,1.0,1.0
826,81524,1652,0.027505891094702205,1.0,1.0,,,
827,81590,1654,0.043194814597392654,0.5,0.9166666666666666,,,
828,81672,1656,0.02714411722380462,1.0,1.0,,,
829,81754,1658,0.02827562372432866,1.0,1.0,,,
830,81884,1660,0.045698141982810074,0.5,0.8333333333333334,,,
831,81982,1662,0.028266715872427118,1.0,1.0,,,
832,82112,1664,0.05483242342104809,0.5,0.8333333333333334,,,
833,82178,1666,0.027069900313509275,1.0,1.0,0.06431398530379795,0.5,0.8333333333333334
834,82276,1668,0.019159360320873512,1.0,1.0,,,
835,82374,1670,0.018445862074997762,1.0,1.0,,,
836,82472,1672,0.024533993686793043,1.0,1.0,,,
837,82602,1674,0.03424383616648753,1.0,1.0,,,
838,82684,1676,0.020272665269252997,1.0,1.0,,,
839,82750,1678,0.048288388902335416,0.5,0.9166666666666666,,,
840,82816,1680,0.03697354525809558,1.0,1.0,,,
841,82930,1682,0.05778925323007733,0.5,0.9166666666666666,0.07570057011797257,0.0,0.8333333333333334
842,83044,1684,0.04906698464987702,0.5,0.9166666666666666,,,
843,83110,1686,0.0384815955168424,0.5,0.9166666666666666,,,
844,83192,1688,0.04937997866953262,0.5,0.9166666666666666,,,
845,83274,1690,0.03195724753834619,1.0,1.0,,,
846,83372,1692,0.028666386664737215,0.5,0.9166666666666666,,,
847,83454,1694,0.03561288924343626,0.5,0.9166666666666666,,,
848,83536,1696,0.03781984268623498,1.0,1.0,,,
